,word,attr,trans,marktimes,lasttime,have_learn
2397,lava,n.,熔岩，岩浆,0,0,0
2398,volcano,n.,火山,0,0,0
2399,lavish,adj.,过分丰富的；浪费的,0,0,0
2400,slavish,adj.,卑屈的；盲从的,0,0,0
2401,lawn,n.,草地，草坪，草场,0,0,0
2402,lawsuit,n.,诉讼,0,0,0
2403,lay,vt.,产卵，下蛋,0,0,0
2404,layer,n.,层，层次；阶层,0,0,0
2405,layering,n.,分层堆积,0,0,0
2406,layman,n.,俗人，犯人；外行,0,0,0
2407,layout,n.,规划，设计,0,0,0
2408,leading,adj.,最主要的,0,0,0
2409,mislead,vt.,误导,0,0,0
2410,leadership,n.,领导能力，领导阶层,0,0,0
2411,league,n.,同盟，联盟；联合会,0,0,0
2412,colleague,n.,同事，同僚,0,0,0
2413,leak,vt.,漏；渗,0,0,0
2414,leaky,adj.,漏的,0,0,0
2415,bleak,adj.,荒凉的，凄凉的,0,0,0
2416,leap,n./vi.,跳跃,0,0,0
2417,lease,n.,租约,0,0,0
2418,legacy,n.,遗产，遗物,0,0,0
2419,heritage,n.,遗产；继承物,0,0,0
2420,legendary,adj.,传奇的,0,0,0
2421,legend,n.,传说；传奇文学,0,0,0
2422,legible,adj.,(指印刷或字迹)清楚地，易读的,0,0,0
2423,illegible,adj.,难辨认的，字迹模糊的,0,0,0
2424,legislation,n.,立法,0,0,0
2425,legislate,vt.,立法,0,0,0
2426,legislature,n.,立法机关,0,0,0
2427,legume,n.,豆类，豆荚,0,0,0
2428,leisure,n.,空闲，闲暇,0,0,0
2429,leisurely,adj.,从容的，悠闲的,0,0,0
2430,lengthen,vt.,延长，使变长,0,0,0
2431,lengthy,adj.,(演说、文章等)冗长的，啰嗦的,0,0,0
2432,leopard,n.,豹，美洲豹,0,0,0
2433,lethal,adj.,致命的,0,0,0
2434,lethargic,adj.,昏睡的；懒洋洋的，萎靡不振的,0,0,0
2435,lethargy,n.,昏睡，倦怠,0,0,0
2436,lettuce,n.,莴苣，生菜,0,0,0
2437,libel,n.,以文字损害名誉，诽谤,0,0,0
2438,liberal,adj.,"开放的,主张变革的,自由主义的",0,0,0
2439,liberate,vt.,释放，使自由,0,0,0
2440,liberty,n.,自由,0,0,0
2441,liberally,adv.,随意地，不受限制地,0,0,0
2442,deliberate,adj.,深思熟虑的；故意的,0,0,0
2443,lift,v.,举起，升高,0,0,0
2444,facelift,n.,改建，表面修改,0,0,0
2445,bulb,n.,电灯泡；球茎,0,0,0
2446,likewise,adv.,同样地，也,0,0,0
2447,limb,n.,肢，翼；树枝,0,0,0
2448,limestone,n.,石灰石,0,0,0
2449,lineage,n.,血统，世系,0,0,0
2450,linen,n.,亚麻布，亚麻制品,0,0,0
2451,linger,vi.,逗留；徘徊,0,0,0
2452,linguistic,adj.,语言上的，语言学上的,0,0,0
2453,linguistics,n.,语言学,0,0,0
2454,liquid,n.,液体，流体,0,0,0
2455,literally,adv.,照字面意义地，逐字地,0,0,0
2456,literary,adj.,文学（上）的，从事写作的,0,0,0
2457,literate,adj.,有文化的，有阅读和写作能力的,0,0,0
2458,literacy,n.,有读写能力，识字,0,0,0
2459,illiterate,adj.,不识字的，没受教育的,0,0,0
2460,semiliterate,n.,半文盲，有初等文化者,0,0,0
2461,obliterate,vt.,涂去，删除,0,0,0
2462,iterate,vt.,反复说，重申,0,0,0
2463,litter,vt.,乱丢,0,0,0
2464,livelihood,n.,生计，谋生,0,0,0
2465,lively,adj.,活泼的，活跃的；栩栩如生的,0,0,0
2466,liver,n.,肝脏,0,0,0
2467,livestock,n.,家畜，牲畜,0,0,0
2468,load,n.,重担；重任,0,0,0
2469,unload,vt.,摆脱…的负担，卸,0,0,0
2470,overload,vt.,使超载，超过负荷,0,0,0
2471,trainload,n.,列车载重,0,0,0
2472,workload,n.,工作量,0,0,0
2473,loathsome,adj.,令人讨厌的,0,0,0
2474,lobby,n.,大厅，休息厅,0,0,0
2475,lobster,n.,龙虾,0,0,0
2476,locate,vt.,找出，定位；设置,0,0,0
2477,location,n.,位置，场所,0,0,0
2478,locality,n.,位置，地方,0,0,0
2479,locally,adv.,在地方上，在当地,0,0,0
2480,locomote,v.,移动，行动,0,0,0
2481,locomotion,n.,运动，移动,0,0,0
2482,locomotive,n.,火车头,0,0,0
2483,lodge,n.,（山林）小屋,0,0,0
2484,lodging,n.,寄宿，住房（常指出租的房间）,0,0,0
2485,logical,adj.,合乎逻辑的，合理的,0,0,0
2486,logic,n.,逻辑，逻辑学,0,0,0
2487,long-range,词组,远程的,0,0,0
2488,longevity,n.,长寿,0,0,0
2489,longitude,n.,经度，经线,0,0,0
2490,loom,n.,织布机,0,0,0
2491,loop,vt.,把…圈成环；缠绕,0,0,0
2492,sloop,n.,单桅帆船,0,0,0
2493,loose,adj.,宽松的；不牢固的,0,0,0
2494,loosen,vt.,解开，放松,0,0,0
2495,lore,n.,口头传说；学问，知识,0,0,0
2496,lucrative,adj.,赚钱的，有利可图的,0,0,0
2497,lull,vt.,使平静；使安静,0,0,0
2498,lumber,n.,木材，木料,0,0,0
2499,lumbering,n.,采伐林木,0,0,0
2500,timber,n.,木材，木料,0,0,0
2501,slumber,n.,睡眠,0,0,0
2502,plumber,n.,水管工人,0,0,0
2503,luminosity,n.,亮度，发光度,0,0,0
2504,luminous,adj.,发光的；明亮的,0,0,0
2505,lunar,adj.,月的,0,0,0
2506,lure,vt.,引诱，诱惑,0,0,0
2507,luster,n.,光彩，光泽；声望,0,0,0
2508,lustrous,adj.,有光泽的；光辉的,0,0,0
2509,luxurious,adj.,奢侈的，豪华的,0,0,0
2510,luxury,n.,奢侈，豪华,0,0,0
2511,lyric,n.,抒情诗；歌词,0,0,0
2512,lyricist,n.,抒情诗人,0,0,0
2513,lyrically,adv.,抒情地,0,0,0
2514,magic,n.,魔法，魔力；魔术,0,0,0
2515,magical,adj.,魔术的，不可思议的,0,0,0
2516,magician,n.,魔术师，变戏法的人,0,0,0
2517,magnesium,n.,镁,0,0,0
2518,magnetic,adj.,磁的，有磁性的,0,0,0
2519,magnetic,n.,磁铁,0,0,0
2520,magnetism,n.,磁，磁力,0,0,0
2521,magnetize,vt.,使磁化；吸引,0,0,0
2522,demagnetize,vt.,消磁，使退磁,0,0,0
2523,geomagnetic,adj.,地磁的,0,0,0
2524,electromagnetic,adj.,电磁的,0,0,0
2525,magnificent,adj.,华丽的；高尚的；丰富的,0,0,0
2526,magnificence,n.,华丽，富丽堂皇,0,0,0
2527,magnify,vt.,放大，扩大,0,0,0
2528,magnitude,n.,大小，光度，重要,0,0,0
2529,maintenance,n.,维修，保养,0,0,0
2530,maize,n.,玉米,0,0,0
2531,corn,n.,玉米，谷类,0,0,0
2532,popcorn,n.,爆米花,0,0,0
2533,cornet,n.,短号,0,0,0
2534,majestic,adj.,壮观的，庄严的,0,0,0
2535,majesty,n.,威严，最高权威,0,0,0
2536,majority,n.,多数,0,0,0
2537,makeup,n.,组成，结构,0,0,0
2538,malfunction,n.,故障，失灵,0,0,0
2539,mall,n.,大规模购物中心,0,0,0
2540,mallet,n.,槌棒,0,0,0
2541,malleable,adj.,可锻的，可塑的，可延展的,0,0,0
2542,malleability,n.,可锻性，可塑性，延展性,0,0,0
2543,malnutrition,n.,营养不良,0,0,0
2544,mammal,n.,哺乳动物,0,0,0
2545,mammoth,n.,猛犸象,0,0,0
2546,mandatory,adj.,命令的，强制的,0,0,0
2547,mandate,n.,命令，要求,0,0,0
2548,maneuver,vt.,(敏捷地)操纵；(用策略)调动,0,0,0
2549,mania,n.,狂热,0,0,0
2550,manifestation,n.,表现，显示,0,0,0
2551,manipulate,vt.,操作；操纵，利用,0,0,0
2552,mannerism,n.,特殊习惯，怪癖,0,0,0
2553,mansion,n.,大厦；公寓,0,0,0
2554,mantle,n.,地幔；覆盖物,0,0,0
2555,manual,n.,手册,0,0,0
2556,manually,adv.,用手,0,0,0
2557,manure,n.,肥料,0,0,0
2558,map,vt.,绘制…的地图,0,0,0
2559,marble,n.,大理石,0,0,0
2560,march,vi./n.,前进，行进,0,0,0
2561,margin,n.,边缘；余地,0,0,0
2562,marine,adj.,海的，航海的，海产的,0,0,0
2563,aquamarine,n.,绿玉；碧绿色,0,0,0
2564,submarine,n.,潜水艇，潜艇,0,0,0
2565,maritime,adj.,海上的，海事的,0,0,0
2566,markedly,adv.,显著地，明显地,0,0,0
2567,marsh,n.,湿地，沼泽,0,0,0
2568,marshy,adj.,沼泽的,0,0,0
2569,marvel,n.,奇异的事物，罕见的例子,0,0,0
2570,marvelous,adj.,不可思议的；了不起的,0,0,0
2571,mask,n.,面具,0,0,0
2572,mason,n.,泥瓦匠,0,0,0
2573,stonemason,n.,石工，石匠,0,0,0
2574,masonry,n.,石工术；石匠职业,0,0,0
2575,massive,adj.,大而重的，庞大的；可观的,0,0,0
2576,masterpiece,n.,杰作，名著,0,0,0
2577,matching,adj.,"(尤指颜色或外表)相配的,一致的",0,0,0
2578,matchless,adj.,无敌的；无比的,0,0,0
2579,mate,v.,结伴，成配偶,0,0,0
2580,mathematics,n.,数学,0,0,0
2581,maverick,adj.,特立独行的；不遵守传统的,0,0,0
2582,meager,adj.,缺乏的，不足的,0,0,0
2583,meaningful,adj.,意味深长的,0,0,0
2584,measures,n.,措施，方法,0,0,0
2585,mechanical,adj.,机械的；机械性的，呆板的,0,0,0
2586,mechanics,n.,机械学，力学,0,0,0
2587,mechanized,adj.,机械化的,0,0,0
2588,mechanism,n.,机械；机理，运作机制,0,0,0
2589,media,n.,媒体,0,0,0
2590,mediate,v.,斡旋，调停,0,0,0
2591,intermediate,adj.,中间的；中级的,0,0,0
2592,mediator,n.,调停者,0,0,0
2593,medieval,adj.,中世纪的,0,0,0
2594,medium,n.,媒体，媒介；方法,0,0,0
2595,melodious,adj.,旋律优美的，悦耳的,0,0,0
2596,melody,n.,悦耳的音调,0,0,0
2597,melodrama,n.,音乐剧；情节剧,0,0,0
2598,membrane,n.,膜，薄膜,0,0,0
2599,memo,n.,备忘录,0,0,0
2600,memory,n.,记忆，记忆力；回忆,0,0,0
2601,memorize,vt.,纪念,0,0,0
2602,memorable,adj.,难忘的,0,0,0
2603,commemorate,v.,纪念,0,0,0
2604,memorial,n.,纪念物,0,0,0
2605,menace,n.,危险物,0,0,0
2606,mend,vt.,修补；改进,0,0,0
2607,amendment,n.,改善，改正,0,0,0
2608,recommend,vt.,推荐；介绍,0,0,0
2609,mention,vt.,提及；说起,0,0,0
2610,menu,n.,菜单；选择单,0,0,0
2611,mercantile,adj.,商业的，贸易的,0,0,0
2612,merchant,n.,商人,0,0,0
2613,merchandise,n.,商品,0,0,0
2614,merge,v.,（使）合并，（使）融合,0,0,0
2615,merger,n.,合并,0,0,0
2616,emerge,vi.,显现，浮现,0,0,0
2617,emergence,n.,浮现，出现,0,0,0
2618,meridian,n.,子午线,0,0,0
2619,merit,n.,优点，价值,0,0,0
2620,mesmerize,vt.,施催眠术；使入迷，迷住,0,0,0
2621,messy,adj.,肮脏的；凌乱的,0,0,0
2622,metabolism,n.,新陈代谢,0,0,0
2623,metabolic,adj.,新陈代谢的,0,0,0
2624,metaphor,n.,隐喻，暗喻,0,0,0
2625,meteor,n.,流星,0,0,0
2626,meteorite,n.,陨星，陨石,0,0,0
2627,meteorology,n.,气象学,0,0,0
2628,meteorologist,n.,气象学者,0,0,0
2629,methodology,n.,方法论，方法学,0,0,0
2630,methodically,adv.,有条理地；井然地,0,0,0
2631,meticulous,adj.,一丝不苟的，过细的,0,0,0
2632,metropolitan,adj.,主要都市的，大城市的,0,0,0
2633,microbe,n.,微生物,0,0,0
2634,microcosm,n.,微观世界,0,0,0
2635,microorganism,n.,微生物,0,0,0
2636,microscope,n.,显微镜,0,0,0
2637,microscopic,adj.,用显微镜可见的；极小的,0,0,0
2638,telescope,n.,望远镜,0,0,0
2639,microwave,n.,微波（炉）,0,0,0
2640,mighty,adj.,强大的，巨大的,0,0,0
2641,migrant,n.,候鸟；移民,0,0,0
2642,emigrant,n.,移居外国者，移民,0,0,0
2643,immigrant,n.,（从外国移入的）移民，侨民,0,0,0
2644,migrate,vi.,移动，迁徙,0,0,0
2645,migration,n.,定期迁移；迁居,0,0,0
2646,migratory,adj.,迁移的；流浪的,0,0,0
2647,milestone,n.,里程碑；划时代的事件,0,0,0
2648,milieu,n.,环境；出身背景,0,0,0
2649,militant,adj.,好战的，好暴力的,0,0,0
2650,millennia,n.,一千年，千禧年,0,0,0
2651,millionaire,n.,百万富翁,0,0,0
2652,mime,vt.,模拟，模仿,0,0,0
2653,mimetic,adj.,模仿的，（生物）拟态的,0,0,0
2654,mimicry,n.,（生物）拟态；模仿,0,0,0
2655,mimic,n./vt.,模仿，摹拟,0,0,0
2656,mingle,v.,（使）混合,0,0,0
2657,mingling,adj.,混合的,0,0,0
2658,miniature,adj.,微型的，缩小的,0,0,0
2659,minimize,v.,最小化，减到最小,0,0,0
2660,minimal,adj.,最小的，最少的,0,0,0
2661,minimalist,n.,最低限要求者,0,0,0
2662,minimum,adj.,最小的，最低的,0,0,0
2663,minority,n.,少数；少数民族,0,0,0
2664,minuscule,adj.,极小的,0,0,0
2665,minute,adj.,微小的,0,0,0
2666,miraculous,adj.,奇迹的，不可思议的,0,0,0
2667,miracle,n.,奇迹，奇事,0,0,0
2668,mirage,n.,海市蜃楼，幻景,0,0,0
2669,miserable,adj.,痛苦的，悲惨的，可怜的,0,0,0
2670,mislead,vt.,使误入歧途，误导,0,0,0
2671,misleading,adj.,使人误解的；骗人的,0,0,0
2672,mistrust,vt.,不信任，不相信，怀疑,0,0,0
2673,mitigate,vt.,使减轻，使缓和,0,0,0
2674,moat,n.,护城河，壕沟,0,0,0
2675,mobile,adj.,可移动的,0,0,0
2676,mobility,n.,流动性；灵活性,0,0,0
2677,immobile,adj.,稳定的，不动的，静止的,0,0,0
2678,mock,v.,（模仿性的）嘲笑,0,0,0
2679,mockingbird,n.,（动物）仿声鸟,0,0,0
2680,moderate,adj.,温和的；适度的，有节制的,0,0,0
2681,modest,adj.,谦虚的；适度的,0,0,0
2682,modify,vt.,修改，变更,0,0,0
2683,moist,adj.,潮湿的，多雨的,0,0,0
2684,moisten,vt.,弄湿，使湿润,0,0,0
2685,moisture,n.,潮湿，湿气；湿度,0,0,0
2686,mold,vt.,塑造,0,0,0
2687,molecule,n.,分子,0,0,0
2688,molecular,adj.,分子的,0,0,0
2689,molten,adj.,熔融的，熔化的,0,0,0
2690,monarch,n.,君主，帝王,0,0,0
2691,monetary,adj.,货币的，金钱的,0,0,0
2692,monitor,vt.,监控；监测,0,0,0
2693,monochromatic,adj.,单色的，一色的,0,0,0
2694,monopolize,vt.,独占，垄断,0,0,0
2695,monopoly,n.,独占，垄断,0,0,0
2696,monotonous,adj.,单调乏味的，无变化的,0,0,0
2697,monster,n.,怪物，巨兽,0,0,0
2698,monument,n.,纪念碑；纪念物,0,0,0
2699,mounmental,adj.,杰出的，不朽的,0,0,0
2700,morale,n.,士气,0,0,0
2701,morphololgy,n.,形态学，形态论,0,0,0
2702,mortal,n.,凡人，人类,0,0,0
2703,motif,n.,（作品）主题，主旨,0,0,0
2704,motion,n.,运动,0,0,0
2705,motionless,adj.,不动的，静止的,0,0,0
2706,locomotion,n.,运动，移动,0,0,0
2707,motivate,vt.,激发，刺激,0,0,0
2708,motivation,n.,动机，刺激,0,0,0
2709,motive,n.,动机,0,0,0
2710,locomotive,n.,火车头,0,0,0
2711,automotive,adj.,汽车的，自动推进的,0,0,0
2712,mourning,n.,悲恸，服丧,0,0,0
2713,mournful,adj.,悲痛的，悲哀的,0,0,0
2714,mouth,n.,入口,0,0,0
2715,mulberry,n.,桑树,0,0,0
2716,multicellular,adj.,多细胞的,0,0,0
2717,multi-faceted,adj.,多方面的；多才多艺的,0,0,0
2718,multiple,adj.,多样的，多重的,0,0,0
2719,multiply,v.,繁殖，增加,0,0,0
2720,multistory,n.,多层建筑,0,0,0
2721,multitude,n.,大量，多数,0,0,0
2722,mundane,adj.,世俗的，平凡的,0,0,0
2723,municipal,adj.,市的，市政的,0,0,0
2724,mural,n.,壁画，壁饰,0,0,0
2725,muscular,adj.,强壮的，肌肉发达的,0,0,0
2726,mushroom,n.,蘑菇,0,0,0
2727,mutual,adj.,相互的；共有的,0,0,0
2728,myriad,n.,许多，无数,0,0,0
2729,mysterious,adj.,神秘的,0,0,0
2730,myth,n.,神话，神话故事,0,0,0
2731,mythical,adj.,神话的，虚构的,0,0,0
2732,mythology,n.,（总称）神话,0,0,0
2733,naked,adj.,裸体的，无遮盖的,0,0,0
2734,narrator,n.,讲述者,0,0,0
2735,naturalist,n.,自然主义者，博物学着,0,0,0
2736,naturalistic,adj.,自然（主义）的,0,0,0
2737,naval,adj.,海军的；军舰的,0,0,0
2738,navigate,vi.,航行，航海；航空,0,0,0
2739,navigation,n.,航海,0,0,0
2740,neat,adj.,整洁的；整齐的,0,0,0
2741,underneath,prep.,在…的下面,0,0,0
2742,beneath,adv./prep.,在…之下,0,0,0
2743,needy,adj.,贫穷的，生活艰辛的,0,0,0
2744,negative,adj.,否定的；负的,0,0,0
2745,negate,vt.,否定，打消,0,0,0
2746,neglect,n./vt.,疏忽；忘记,0,0,0
2747,negligent,adj.,疏忽的，粗心大意的,0,0,0
2748,negligible,adj.,可忽略的，无关紧要的,0,0,0
2749,negotiation,n.,商议，谈判,0,0,0
2750,neoclassical,adj.,新古典主义的,0,0,0
2751,neon,n.,[化]氖；霓虹灯,0,0,0
2752,neuron,n.,神经元，神经细胞,0,0,0
2753,nervous,adj.,神经的；神经紧张的，易激动的,0,0,0
2754,neutral,adj.,中性的；中立的,0,0,0
2755,neutralize,vt.,抵消，中和,0,0,0
2756,neutron,n.,中子,0,0,0
2757,niche,n.,壁龛,0,0,0
2758,nickel,n.,镍；镍币,0,0,0
2759,dime,n.,一角硬币,0,0,0
2760,nicotine,n.,尼古丁,0,0,0
2761,noisy,adj.,嘈杂的,0,0,0
2762,nomadic,adj.,游牧的，流浪的,0,0,0
2763,nominate,vt.,提名；任命,0,0,0
2764,nonconformist,adj./n.,不遵照传统生活的（人）,0,0,0
2765,nonetheless,adv.,虽然如此，但是,0,0,0
2766,nonprofessional,adj./n.,非专业的(人员)；无专长的(人员),0,0,0
2767,nonsense,n.,胡说，废话,0,0,0
2768,nontraditional,adj,不遵照传统生活的,0,0,0
2769,norm,n.,标准，规范,0,0,0
2770,normal,adj.,正常的，标准的,0,0,0
2771,normally,adv.,通常地,0,0,0
2772,abnormal,adj.,反常的，变态的,0,0,0
2773,nostalgia,n.,思家病，怀旧,0,0,0
2774,notable,adj.,著名的；显要的,0,0,0
2775,notably,adv.,显著地；特别地,0,0,0
2776,notate,vt.,以符号表示，把…写成记号,0,0,0
2777,notation,n.,符号,0,0,0
2778,notch,n.,刻痕,0,0,0
2779,note,n.,音符,0,0,0
2780,notorious,adj.,臭名昭著的，声名狼藉的,0,0,0
2781,notoriously,adv.,声名狼藉地,0,0,0
2782,nourish,vt.,养育；滋养,0,0,0
2783,nourishing,adj.,有营养的；滋养的,0,0,0
2784,nourishment,n.,营养品,0,0,0
2785,novel,adj.,新奇的，新颖的,0,0,0
2786,novelty,n.,新颖，新奇,0,0,0
2787,novice,n.,生手，新手,0,0,0
2788,nowadays,adv.,现今，时下,0,0,0
2789,noxious,adj.,有害的，有毒的,0,0,0
2790,nuclear,adj.,核子的；核的，原子能的,0,0,0
2791,nuclei,n.,核子；核心,0,0,0
2792,nucleus,n.,合子，核心,0,0,0
2793,invalid,adj.,无效的；空的,0,0,0
2794,numerous,adj.,众多的，很多的,0,0,0
2795,nutrient,n.,营养物,0,0,0
2796,oath,n.,誓言，宣誓,0,0,0
2797,objection,n.,反对,0,0,0
2798,objective,n.,目标,0,0,0
2799,obligated,adj.,有义务的，有责任的,0,0,0
2800,obligation,n.,义务，职责,0,0,0
2801,obligatory,adj.,强制性的，义务的,0,0,0
2802,oblige,vt.,迫使，责成,0,0,0
2803,obliterate,vt.,涂掉，擦掉,0,0,0
2804,obscure,vt.,隐藏，使…模糊,0,0,0
2805,obsession,n.,入迷；固执的念头,0,0,0
2806,obsessed,adj.,"心神不宁的,鬼迷心窍的,沉迷的",0,0,0
2807,obsolete,adj.,废弃的；过时的,0,0,0
2808,obstacle,n.,障碍,0,0,0
2809,obstruct,vt.,"阻塞(道路、通道等)；妨碍,阻挠",0,0,0
2810,obstruction,n.,阻塞，妨碍；障碍物,0,0,0
2811,unobstructed,adj.,畅通无阻的,0,0,0
2812,obtain,vt.,得到,0,0,0
2813,obtainable,adj.,可得到的,0,0,0
2814,occasional,adj.,偶然的；临时的,0,0,0
2815,occasionally,adv.,偶尔,0,0,0
2816,occupation,n.,职业,0,0,0
2817,occupy,vt.,居住,0,0,0
2818,occupant,n.,占有者，居住者,0,0,0
2819,occur,vi.,发生，出现,0,0,0
2820,occurrence,n.,事件；发生,0,0,0
2821,octopus,n.,章鱼,0,0,0
2822,odd,adj.,奇异的，古怪的,0,0,0
2823,oddly,adv.,奇特地，古怪地,0,0,0
2824,odor,n.,气味,0,0,0
2825,deodorizer,n.,除臭剂,0,0,0
2826,odorless,adj.,无嗅的，没有气味的,0,0,0
2827,offensive,adj.,讨厌的，无礼的；攻击性的,0,0,0
2828,inoffensive,adj.,"无害的,不触犯人的,让人不讨厌的",0,0,0
2829,offspring,n.,子孙，后代,0,0,0
2830,olfactory,adj.,嗅觉的,0,0,0
2831,omit,vt.,省略，省去，忽略,0,0,0
2832,ongoing,adj.,正在进行的,0,0,0
2833,onset,n.,开始,0,0,0
2834,onslaught,n.,冲击；猛攻,0,0,0
2835,ooze,n.,软泥,0,0,0
2836,opaque,adj.,不透明的；晦涩难懂的,0,0,0
2837,opera,n.,歌剧,0,0,0
2838,opponent,n.,对手，反对者,0,0,0
2839,opportunity,n.,机会，时机,0,0,0
2840,opposed,adj.,反对的,0,0,0
2841,opposing,adj,相反的，对立的,0,0,0
2842,opposition,n.,反对，敌对,0,0,0
2843,opposite,n.,相反的事物,0,0,0
2844,optical,adj.,视觉的；光学的,0,0,0
2845,optometrist,n.,验光师,0,0,0
2846,optimal,adj.,最佳的，最理想的,0,0,0
2847,optimum,adj.,最适宜的,0,0,0
2848,optimist,n.,乐观者,0,0,0
2849,optimistic,adj.,乐观的,0,0,0
2850,optional,adj.,可自由选择的,0,0,0
2851,option,n.,选项，选择权,0,0,0
2852,oral,adj.,口头的,0,0,0
2853,oratorio,n.,宗教剧,0,0,0
2854,orbit,n.,轨道,0,0,0
2855,orbital,adj.,轨道的,0,0,0
2856,orchard,n.,果园,0,0,0
2857,orchestra,n.,管弦乐队,0,0,0
2858,orchid,n.,兰花,0,0,0
2859,ordeal,n.,严峻考验，痛苦经历,0,0,0
2860,ordinance,n.,法令，条例,0,0,0
2861,ore,n.,矿石,0,0,0
2862,roe,n.,鱼卵,0,0,0
2863,organic,adj.,（化学）有机的,0,0,0
2864,organism,n.,生物，有机物,0,0,0
2865,microorganism,n.,微生物,0,0,0
2866,orientation,n.,定向；介绍性指导,0,0,0
2867,orient,vt.,使适应；确定方向,0,0,0
2868,oriental,adj.,亚洲的，东方的,0,0,0
2869,original,adj.,最初的，原始的,0,0,0
2870,originality,n.,创意，新奇,0,2020-08-13,0
2871,originate,vt.,发生；发起，创办,0,0,0
2872,ornament,n.,装饰；装饰物,0,0,0
2873,ornamentation,n.,装饰；装饰品,0,0,0
2874,ornamental,adj.,装饰的,0,0,0
2875,ounce,n.,盎司,0,0,0
2876,renounce,v.,断绝关系,0,0,0
2877,pronounced,adj.,显著的，明确的,0,0,0
2878,denounce,vt.,公然抨击，谴责,0,0,0
2879,bounce,v.,（使）反跳，弹起,0,0,0
2880,announce,vt.,宣布，通告,0,0,0
2881,oust,vt.,驱逐；赶走,0,0,0
2882,outbreak,n.,发作；爆发,0,0,0
2883,outcome,n.,成果，后果,0,0,0
2884,outcry,n.,大声疾呼；强烈抗议,0,0,0
2885,outdated,adj.,过时的,0,0,0
2886,outdoors,adv.,在户外，在野外,0,0,0
2887,outermost,adj.,最外面的，离中心最远的,0,0,0
2888,outfit,n.,服装,0,0,0
2889,outgoing,adj.,好交际的，外向的,0,0,0
2890,outgrow,vt.,生长速度超过…，长得比…快,0,0,0
2891,outgrowth,n.,长出；结果；副产物,0,0,0
2892,outlast,vt.,比…长久，比…活得长,0,0,0
2893,outlet,n.,（河流、烟等）出口,0,0,0
2894,outlook,n.,观点，见解,0,0,0
2895,outlying,adj.,边远的，偏僻的,0,0,0
2896,outmoded,adj.,不再流行的，过时的,0,0,0
2897,output,n.,输出，产品；生产量,0,0,0
2898,outrage,n.,暴行,0,0,0
2899,outright,adv.,彻底地，完全地,0,0,0
2900,outset,n.,开始，开端,0,0,0
2901,outspoken,adj.,坦率直言的,0,0,0
2902,outweigh,vt.,比…重；比…更重要,0,0,0
2903,oval,adj.,卵形的，椭圆的,0,0,0
2904,overall,adj.,全部的，全面的,0,0,0
2905,overburden,v.,装载过多；负担过多,0,0,0
2906,overcast,adj.,阴天的，阴暗的,0,0,0
2907,overcharge,v.,索价过高,0,0,0
2908,overdue,adj.,迟到的；逾期的,0,0,0
2909,overhaul,v.,彻底检查，大修,0,0,0
2910,haul,vt.,拉，拖,0,0,0
2911,overlap,vt.,部分重叠，与…交搭，迭盖,0,0,0
2912,overlapping,adj./n.,交迭（的）,0,0,0
2913,overload,vt.,使超载，使超过负荷,0,0,0
2914,overlook,vt.,忽略，没注意到,0,0,0
2915,oversee,vt.,监督，管理,0,0,0
2916,overt,adj.,明显的；公然的,0,0,0
2917,overtire,vt.,使过度疲劳,0,0,0
2918,overtax,vt.,课税过重,0,0,0
2919,overtaxed,adj.,课税过重的，负担过重的,0,0,0
2920,overturn,n./vt.,推翻；翻倒；倾覆,0,0,0
2921,overwhelm,vt.,战胜；压倒,0,0,0
2922,overwhelmingly,adv.,压倒性地；不可抵抗地,0,0,0
2923,oxen,n.,（pl）公牛,0,0,0
2924,oxygen,n.,氧气,0,0,0
2925,pack,vt.,装；将…挤入，塞满,0,0,0
2926,packed,adj.,压紧的，压实的,0,2020-08-14,1
2927,package,n.,包裹，包,0,0,0
2928,packaging,n.,包装,0,0,0
2929,packer,n.,包装工人，打包机,0,0,0
2930,backpack,n.,背包,0,0,0
2931,unpack,vt.,打开包裹（或行李），卸货,0,0,0
2932,paddler,n.,划独木舟者,0,0,0
2933,painstaking,adj.,辛苦的，辛勤的,0,0,0
2934,painting,n.,绘画，油画,0,0,0
2935,palatable,adj.,美味的,0,0,0
2936,unpalatable,adj.,味道差的，不好吃的,0,0,0
2937,pale,adj.,苍白的；暗淡的,0,0,0
2938,palette,n.,调色板，颜料,0,0,0
2939,paleontologist,n.,古生物学者,0,0,0
2940,pamphlet,n.,小册子,0,0,0
2941,pane,n.,窗格玻璃,0,0,0
2942,panel,n.,镶板,0,0,0
2943,panic,n.,恐慌,0,0,0
2944,Hispanic,adj.,西班牙的,0,0,0
2945,pants,n.,裤子；短裤,0,0,0
2946,rampant,adj.,猖獗的，蔓生的,0,0,0
2947,parachute,n.,降落伞,0,0,0
2948,parade,n.,游行,0,0,0
2949,parallel,vt.,与…平行；匹敌,0,0,0
2950,unparalleled,adj.,无比的，空前的,0,0,0
2951,paralysis,n.,瘫痪，中风,0,0,0
2952,paralyze,vt.,使瘫痪，使麻痹,0,0,0
2953,parameter,n.,参数，参量,0,0,0
2954,paramount,adj.,最重要的；最高权力的,0,0,0
2955,paraphrase,vt.,将…释义，改写,0,0,0
2956,parasite,n.,寄生虫，食客,0,0,0
2957,parasitic,adj.,寄生的,0,0,0
2958,parliamentary,adj.,议会（制）的,0,0,0
2959,partial,adj.,部分的,0,0,0
2960,impartially,adv.,公平地，无私地,0,0,0
